
UC;OLD_NIO;NEW_NIO;DATA
88585697;44707830;44707830;9/18/2024
8380821;44707831;44707831;9/18/2024
99007649;44281351;44281351;9/18/2024
92674690;44281345;44281345;9/18/2024
90892860;44281347;44281347;9/18/2024
92927696;44281349;44281349;9/18/2024
93440600;44281348;44281348;9/18/2024
44334630;44708359;44708359;9/18/2024
77194420;44714255;44714255;9/18/2024
8413851;44708358;44708358;9/18/2024
94129681;44708355;44708355;9/18/2024
36062170;44714106;44714106;9/18/2024
108107680;44708357;44708357;9/18/2024
95373284;44714108;44714108;9/18/2024
91633621;44280537;44280537;9/18/2024
98980602;44280535;44280535;9/18/2024
98833375;44280536;44280536;9/18/2024
98735993;44280538;44280538;9/18/2024
91298130;44266108;44266108;9/18/2024
91343410;44266109;44266109;9/18/2024
94078998;44280529;44280529;9/18/2024
93611714;44266107;44266107;9/18/2024
92604072;44266111;44266111;9/18/2024
92761003;44270622;44270622;9/18/2024
92565212;44270616;44270616;9/18/2024
96174390;44270618;44270618;9/18/2024
96746157;44270615;44270615;9/18/2024
93276354;44266112;44266112;9/18/2024
95769773;44270614;44270614;9/18/2024
95763090;44280528;44280528;9/18/2024
92500013;44270620;44270620;9/18/2024
95459081;44270617;44270617;9/18/2024
79291716;44711756;44711756;9/18/2024
37366238;44705787;44705787;9/18/2024
41098897;44714138;44714138;9/18/2024
38574411;44705788;44705788;9/18/2024
26644541;44705789;44705789;9/18/2024
8409528;44708214;44708214;9/18/2024
22360425;44708213;44708213;9/18/2024
52138321;44708215;44708215;9/18/2024
112336787;44708216;44708216;9/18/2024
112552706;44708212;44708212;9/18/2024
90017684;44267982;44267982;9/18/2024
90017650;44267996;44267996;9/18/2024
91679559;44267994;44267994;9/18/2024
91679516;44267973;44267973;9/18/2024
66366852;44707556;44707556;9/18/2024
104142049;44268110;44268110;9/18/2024
104186763;44268107;44268107;9/18/2024
68374097;44280405;44280405;9/18/2024
85140287;44280411;44280411;9/18/2024
55038441;44268106;44268106;9/18/2024
39768538;44280406;44280406;9/18/2024
74817299;44261657;44261657;9/18/2024
8400237;44268985;44268985;9/18/2024
97607657;44708993;44708993;9/18/2024
107827450;44708996;44708996;9/18/2024
98716387;44708991;44708991;9/18/2024
108035280;44708995;44708995;9/18/2024
112557520;44708990;44708990;9/18/2024
105122912;44269006;44269006;9/18/2024
59307633;44708394;44708394;9/18/2024
91944643;44263081;44263081;9/18/2024
96461381;44281201;44281201;9/18/2024
74616382;44281197;44281197;9/18/2024
92216242;44281196;44281196;9/18/2024
99805731;44281194;44281194;9/18/2024
91304407;44281200;44281200;9/18/2024
84596651;44281202;44281202;9/18/2024
96315911;44281198;44281198;9/18/2024
92216196;44281195;44281195;9/18/2024
69971919;44281193;44281193;9/18/2024
105498726;44281199;44281199;9/18/2024
104887753;44708224;44708224;9/18/2024
104301716;44708226;44708226;9/18/2024
103123768;44708227;44708227;9/18/2024
103686371;44708225;44708225;9/18/2024
76782476;44708228;44708228;9/18/2024
97193666;44708223;44708223;9/18/2024
92875130;44707914;44707914;9/18/2024
84829796;44707913;44707913;9/18/2024
82557233;44707915;44707915;9/18/2024
65922409;44707917;44707917;9/18/2024
75588102;44707926;44707926;9/18/2024
111336716;44266192;44266192;9/18/2024
75406241;44266188;44266188;9/18/2024
98172018;44266205;44266205;9/18/2024
71069763;44711827;44711827;9/18/2024
27129110;44711828;44711828;9/18/2024
95981195;44266183;44266183;9/18/2024
53306775;44266211;44266211;9/18/2024
102346534;44266206;44266206;9/18/2024
60359501;44266208;44266208;9/18/2024
105187879;44266209;44266209;9/18/2024
8398402;44266207;44266207;9/18/2024
103914722;44711768;44711768;9/18/2024
96676027;44266186;44266186;9/18/2024
78381444;44266187;44266187;9/18/2024
80318126;44281169;44281169;9/18/2024
40869598;44711350;44711350;9/18/2024
28641426;44709076;44709076;9/18/2024
28835719;44709079;44709079;9/18/2024
68639015;44709077;44709077;9/18/2024
8366276;44709080;44709080;9/18/2024
8332401;44709078;44709078;9/18/2024
83788263;44709071;44709071;9/18/2024
8331901;44709072;44709072;9/18/2024
37700626;44709070;44709070;9/18/2024
45310041;44273878;44273878;9/18/2024
93051409;44273882;44273882;9/18/2024
80824960;44273876;44273876;9/18/2024
83511342;44273880;44273880;9/18/2024
89170202;44273879;44273879;9/18/2024
44001053;44270707;44270707;9/18/2024
95487808;44270709;44270709;9/18/2024
72633220;44270704;44270704;9/18/2024
76316920;44270708;44270708;9/18/2024
88572439;44270710;44270710;9/18/2024
28488300;44711352;44711352;9/18/2024
25327496;44711358;44711358;9/18/2024
8387664;44707261;44707261;9/18/2024
98730681;44707262;44707262;9/18/2024
69347590;44707263;44707263;9/18/2024
90616472;44266135;44266135;9/18/2024
99773279;44266134;44266134;9/18/2024
99473747;44266139;44266139;9/18/2024
99128861;44266141;44266141;9/18/2024
99128934;44266166;44266166;9/18/2024
95589716;44266136;44266136;9/18/2024
99128829;44266133;44266133;9/18/2024
99128918;44266167;44266167;9/18/2024
90721039;44709054;44709054;9/18/2024
56732139;44266181;44266181;9/18/2024
108041450;44266178;44266178;9/18/2024
59311312;44266182;44266182;9/18/2024
8394199;44271909;44271909;9/18/2024
8394202;44709053;44709053;9/18/2024
103847952;44271903;44271903;9/18/2024
90470931;44709056;44709056;9/18/2024
103745602;44266165;44266165;9/18/2024
86562649;44266175;44266175;9/18/2024
74810057;44271849;44271849;9/18/2024
26631393;44271847;44271847;9/18/2024
73934941;44709055;44709055;9/18/2024
105858536;44273994;44273994;9/18/2024
92387535;44273998;44273998;9/18/2024
94292388;44273997;44273997;9/18/2024
96324171;44274000;44274000;9/18/2024
98559133;44273992;44273992;9/18/2024
96677023;44710872;44710872;9/18/2024
96946962;44273976;44273976;9/18/2024
97768936;44273988;44273988;9/18/2024
97479764;44273973;44273973;9/18/2024
100067646;44273987;44273987;9/18/2024
100873367;44273991;44273991;9/18/2024
99152711;44273986;44273986;9/18/2024
95048960;44273978;44273978;9/18/2024
98438999;44273964;44273964;9/18/2024
69223610;44273990;44273990;9/18/2024
47921595;44273985;44273985;9/18/2024
93079338;44710870;44710870;9/18/2024
49071556;44711052;44711052;9/18/2024
20312059;44271763;44271763;9/18/2024
8355177;44711054;44711054;9/18/2024
112451560;44711056;44711056;9/18/2024
111021863;44710762;44710762;9/18/2024
110534360;44710764;44710764;9/18/2024
83976965;44269971;44269971;9/18/2024
84248459;44268100;44268100;9/18/2024
89909755;44269263;44269263;9/18/2024
84248653;44269963;44269963;9/18/2024
84223839;44263795;44263795;9/18/2024
84319313;44269264;44269264;9/18/2024
87375893;44277669;44277669;9/18/2024
89910044;44269969;44269969;9/18/2024
84224347;44277672;44277672;9/18/2024
84225505;44269965;44269965;9/18/2024
84224142;44255266;44255266;9/18/2024
84177675;44269967;44269967;9/18/2024
79805418;44264559;44264559;9/18/2024
39063410;44714349;44714349;9/18/2024
38498480;44267959;44267959;9/18/2024
112500358;44267958;44267958;9/18/2024
25687301;44267961;44267961;9/18/2024
69564434;44264562;44264562;9/18/2024
39970370;44264565;44264565;9/18/2024
45013748;44267962;44267962;9/18/2024
95519009;44266248;44266248;9/18/2024
110627954;44707242;44707242;9/18/2024
91468612;44707244;44707244;9/18/2024
108243605;44707243;44707243;9/18/2024
90129113;44570139;44570139;9/18/2024
72580569;44709133;44709133;9/18/2024
77968590;44269297;44269297;9/18/2024
86929569;44269299;44269299;9/18/2024
58795456;44268031;44268031;9/18/2024
88836843;44269296;44269296;9/18/2024
65839170;44268029;44268029;9/18/2024
8410364;44709132;44709132;9/18/2024
108175383;44708344;44708344;9/18/2024
29534453;44266125;44266125;9/18/2024
8401152;44707326;44707326;9/18/2024
8400482;44266127;44266127;9/18/2024
76448126;44707329;44707329;9/18/2024
8400768;44570650;44570650;9/18/2024
60799064;44707325;44707325;9/18/2024
40552837;44707327;44707327;9/18/2024
85849243;44266130;44266130;9/18/2024
34782095;44266124;44266124;9/18/2024
8396183;44276191;44276191;9/18/2024
104027584;44276189;44276189;9/18/2024
84266872;44276184;44276184;9/18/2024
99792850;44276185;44276185;9/18/2024
70647780;44276186;44276186;9/18/2024
86079964;44708485;44708485;9/18/2024
107902745;44708483;44708483;9/18/2024
83162410;44273827;44273827;9/18/2024
66937728;44571621;44571621;9/18/2024
26857170;44714539;44714539;9/18/2024
48111287;44714541;44714541;9/18/2024
81337299;44708187;44708187;9/18/2024
41326105;44273825;44273825;9/18/2024
69343780;44273830;44273830;9/18/2024
47176580;44273824;44273824;9/18/2024
8338671;44571623;44571623;9/18/2024
108876900;44707285;44707285;9/18/2024
103360840;44708218;44708218;9/18/2024
96838523;44707286;44707286;9/18/2024
37052527;44708219;44708219;9/18/2024
8366128;44706683;44706683;9/18/2024
70199736;44706680;44706680;9/18/2024
32909519;44280495;44280495;9/18/2024
72329114;44280493;44280493;9/18/2024
74489704;44271577;44271577;9/18/2024
22855769;44711335;44711335;9/18/2024
102645230;44707395;44707395;9/18/2024
53835131;44714221;44714221;9/18/2024
95870660;44714222;44714222;9/18/2024
39571530;44707396;44707396;9/18/2024
44683472;44714223;44714223;9/18/2024
8332878;44714220;44714220;9/18/2024
107515008;44711330;44711330;9/18/2024
107507188;44270502;44270502;9/18/2024
109946650;44270498;44270498;9/18/2024
107507900;44270497;44270497;9/18/2024
107525585;44711331;44711331;9/18/2024
26759853;44707575;44707575;9/18/2024
89896068;44279764;44279764;9/18/2024
80114024;44279766;44279766;9/18/2024
69412677;44279763;44279763;9/18/2024
8415234;44571645;44571645;9/18/2024
92629822;44709004;44709004;9/18/2024
41561112;44279771;44279771;9/18/2024
36629880;44709000;44709000;9/18/2024
20779984;44279769;44279769;9/18/2024
105461075;44709082;44709082;9/18/2024
98210416;44709086;44709086;9/18/2024
94533687;44709083;44709083;9/18/2024
96893117;44709085;44709085;9/18/2024
70357269;44707191;44707191;9/18/2024
90733886;44707190;44707190;9/18/2024
87281104;44707189;44707189;9/18/2024
42418186;44707187;44707187;9/18/2024
109427297;44709066;44709066;9/18/2024
103103856;44709064;44709064;9/18/2024
105381900;44709063;44709063;9/18/2024
107714418;44709067;44709067;9/18/2024
110409167;44709068;44709068;9/18/2024
109967712;44709065;44709065;9/18/2024
111614570;44709057;44709057;9/18/2024
111480809;44709058;44709058;9/18/2024
110519779;44709062;44709062;9/18/2024
83777660;44709059;44709059;9/18/2024
103859934;44707254;44707254;9/18/2024
103849394;44707257;44707257;9/18/2024
103919759;44707253;44707253;9/18/2024
103855459;44707256;44707256;9/18/2024
104025638;44707255;44707255;9/18/2024
104299991;44706637;44706637;9/18/2024
105196380;44707530;44707530;9/18/2024
103845305;44708033;44708033;9/18/2024
104193344;44705770;44705770;9/18/2024
87267292;44708034;44708034;9/18/2024
103876570;44708035;44708035;9/18/2024
103860169;44708037;44708037;9/18/2024
102923922;44570052;44570052;9/18/2024
109068467;44709137;44709137;9/18/2024
110041496;44709135;44709135;9/18/2024
108080803;44709140;44709140;9/18/2024
108000885;44709138;44709138;9/18/2024
107821346;44709139;44709139;9/18/2024
108751864;44709136;44709136;9/18/2024
109080424;44708038;44708038;9/18/2024
108778665;44705771;44705771;9/18/2024
108699803;44705774;44705774;9/18/2024
55733921;44714290;44714290;9/18/2024
68281633;44714287;44714287;9/18/2024
42039355;44706697;44706697;9/18/2024
52902641;44276296;44276296;9/18/2024
102486409;44276300;44276300;9/18/2024
36480541;44272774;44272774;9/18/2024
93291540;44269034;44269034;9/18/2024
62769251;44708236;44708236;9/18/2024
91508762;44263535;44263535;9/18/2024
91230861;44263533;44263533;9/18/2024
91388333;44263527;44263527;9/18/2024
19288590;44708172;44708172;9/18/2024
23234962;44707320;44707320;9/18/2024
88132269;44708076;44708076;9/18/2024
54476933;44708077;44708077;9/18/2024
38522128;44711856;44711856;9/18/2024
28439805;44711861;44711861;9/18/2024
81438974;44711857;44711857;9/18/2024
93495064;44714556;44714556;9/18/2024
99437384;44714560;44714560;9/18/2024
92877079;44278261;44278261;9/18/2024
38934310;44714561;44714561;9/18/2024
84774835;44714559;44714559;9/18/2024
92396402;44708500;44708500;9/18/2024
77121090;44278256;44278256;9/18/2024
55903975;44708499;44708499;9/18/2024
8393001;44278253;44278253;9/18/2024
23234156;44278259;44278259;9/18/2024
94222606;44570601;44570601;9/18/2024
77450361;44707282;44707282;9/18/2024
87021501;44270541;44270541;9/18/2024
76201600;44270539;44270539;9/18/2024
81132913;44706302;44706302;9/18/2024
34282106;44270530;44270530;9/18/2024
112338330;44705881;44705881;9/18/2024
104542942;44571642;44571642;9/18/2024
86614738;44268442;44268442;9/18/2024
76009726;44708310;44708310;9/18/2024
92037500;44270531;44270531;9/18/2024
8392021;44708246;44708246;9/18/2024
8392064;44708249;44708249;9/18/2024
84433329;44708245;44708245;9/18/2024
8390916;44708252;44708252;9/18/2024
37629255;44708251;44708251;9/18/2024
74528378;44708250;44708250;9/18/2024
92222170;44708247;44708247;9/18/2024
96654171;44708198;44708198;9/18/2024
112576710;44708197;44708197;9/18/2024
62025406;44708193;44708193;9/18/2024
57311145;44708195;44708195;9/18/2024
85649597;44708194;44708194;9/18/2024
38039303;44714008;44714008;9/18/2024
75010593;44707551;44707551;9/18/2024
84954914;44707363;44707363;9/18/2024
86912836;44707548;44707548;9/18/2024
92374670;44707597;44707597;9/18/2024
92049257;44708298;44708298;9/18/2024
93295278;44708300;44708300;9/18/2024
93295219;44707589;44707589;9/18/2024
81288549;44707591;44707591;9/18/2024
93295138;44708295;44708295;9/18/2024
35863234;44707593;44707593;9/18/2024
111888026;44264555;44264555;9/18/2024
92101054;44264550;44264550;9/18/2024
86318519;44278268;44278268;9/18/2024
91332206;44264553;44264553;9/18/2024
91332176;44264548;44264548;9/18/2024
91332001;44264554;44264554;9/18/2024
20191839;44264547;44264547;9/18/2024
68510926;44264549;44264549;9/18/2024
67998330;44708296;44708296;9/18/2024
109634446;44279875;44279875;9/18/2024
109062132;44279852;44279852;9/18/2024
109525256;44279844;44279844;9/18/2024
109539265;44279850;44279850;9/18/2024
110436547;44279843;44279843;9/18/2024
109319443;44279846;44279846;9/18/2024
109634500;44279847;44279847;9/18/2024
113262906;44279873;44279873;9/18/2024
109186524;44707375;44707375;9/18/2024
35774703;44273912;44273912;9/18/2024
8398704;44273909;44273909;9/18/2024
76965066;44273903;44273903;9/18/2024
82207127;44273911;44273911;9/18/2024
39728188;44273905;44273905;9/18/2024
80029990;44273910;44273910;9/18/2024
8384061;44708280;44708280;9/18/2024
110642570;44708277;44708277;9/18/2024
92694306;44276197;44276197;9/18/2024
93793944;44273815;44273815;9/18/2024
92934684;44276194;44276194;9/18/2024
92999190;44276201;44276201;9/18/2024
94731527;44276195;44276195;9/18/2024
93342705;44276193;44276193;9/18/2024
94385777;44276200;44276200;9/18/2024
95043640;44276196;44276196;9/18/2024
102119007;44276198;44276198;9/18/2024
94083681;44276202;44276202;9/18/2024
8354766;44711845;44711845;9/18/2024
72702036;44711847;44711847;9/18/2024
99829126;44711846;44711846;9/18/2024
99769239;44711848;44711848;9/18/2024
98169157;44709122;44709122;9/18/2024
98163175;44709117;44709117;9/18/2024
97995002;44709119;44709119;9/18/2024
99829169;44709121;44709121;9/18/2024
93668597;44709118;44709118;9/18/2024
95213244;44709120;44709120;9/18/2024
112422870;44273774;44273774;9/18/2024
88022838;44273372;44273372;9/18/2024
80291724;44273370;44273370;9/18/2024
87499967;44273367;44273367;9/18/2024
89661389;44273407;44273407;9/18/2024
34973060;44273412;44273412;9/18/2024
65676483;44711815;44711815;9/18/2024
77422627;44273408;44273408;9/18/2024
60416742;44268094;44268094;9/18/2024
84023970;44711814;44711814;9/18/2024
99660750;44281290;44281290;9/18/2024
95371621;44281291;44281291;9/18/2024
95501070;44281284;44281284;9/18/2024
96291931;44281289;44281289;9/18/2024
95071032;44281287;44281287;9/18/2024
91625610;44714067;44714067;9/18/2024
8383294;44714066;44714066;9/18/2024
107228122;44714065;44714065;9/18/2024
109376773;44711778;44711778;9/18/2024
58213210;44714038;44714038;9/18/2024
98308912;44711373;44711373;9/18/2024
104868732;44711375;44711375;9/18/2024
101809409;44711372;44711372;9/18/2024
8386234;44709881;44709881;9/18/2024
71251111;44278284;44278284;9/18/2024
74473395;44709024;44709024;9/18/2024
8373841;44709021;44709021;9/18/2024
8374058;44709026;44709026;9/18/2024
107619830;44278288;44278288;9/18/2024
101791135;44278290;44278290;9/18/2024
8374040;44278283;44278283;9/18/2024
93731833;44278286;44278286;9/18/2024
76074005;44709022;44709022;9/18/2024
72086980;44707226;44707226;9/18/2024
94362947;44278306;44278306;9/18/2024
94704120;44278309;44278309;9/18/2024
94383898;44269256;44269256;9/18/2024
94481318;44707340;44707340;9/18/2024
95247610;44269255;44269255;9/18/2024
95750894;44269260;44269260;9/18/2024
97886742;44278301;44278301;9/18/2024
95738657;44269261;44269261;9/18/2024
91317789;44707339;44707339;9/18/2024
83182713;44278295;44278295;9/18/2024
23654619;44707335;44707335;9/18/2024
62666274;44707333;44707333;9/18/2024
84250461;44279820;44279820;9/18/2024
8376425;44017670;44017670;9/18/2024
42486157;44709019;44709019;9/18/2024
107069474;44709016;44709016;9/18/2024
51070731;44570020;44570020;9/18/2024
88816664;44709036;44709036;9/18/2024
39361411;44709034;44709034;9/18/2024
26719304;44709017;44709017;9/18/2024
23054921;44709020;44709020;9/18/2024
112626670;44709018;44709018;9/18/2024
8405174;44278243;44278243;9/18/2024
78788862;44278247;44278247;9/18/2024
22526471;44278251;44278251;9/18/2024
57623783;44278245;44278245;9/18/2024
38826054;44714159;44714159;9/18/2024
8408360;44278252;44278252;9/18/2024
63071991;44714155;44714155;9/18/2024
92679447;44276527;44276527;9/18/2024
92448860;44267032;44267032;9/18/2024
92578543;44267028;44267028;9/18/2024
93837160;44263685;44263685;9/18/2024
90069340;44263684;44263684;9/18/2024
99405199;44279869;44279869;9/18/2024
98906410;44263679;44263679;9/18/2024
99403340;44267026;44267026;9/18/2024
99458144;44281305;44281305;9/18/2024
91172497;44281306;44281306;9/18/2024
92676030;44281311;44281311;9/18/2024
92751768;44281309;44281309;9/18/2024
95298355;44281310;44281310;9/18/2024
92846440;44281303;44281303;9/18/2024
95215409;44281308;44281308;9/18/2024
93462964;44281304;44281304;9/18/2024
96901160;44278222;44278222;9/18/2024
94612730;44278217;44278217;9/18/2024
103655271;44278213;44278213;9/18/2024
102670498;44264573;44264573;9/18/2024
103144137;44278214;44278214;9/18/2024
25698788;44708181;44708181;9/18/2024
8402280;44708185;44708185;9/18/2024
8403228;44708182;44708182;9/18/2024
95688188;44705885;44705885;9/18/2024
61175056;44710886;44710886;9/18/2024
105033375;44707186;44707186;9/18/2024
88815706;44707185;44707185;9/18/2024
92467776;44278192;44278192;9/18/2024
99563940;44278186;44278186;9/18/2024
98280112;44278185;44278185;9/18/2024
91765439;44278184;44278184;9/18/2024
8386110;44707865;44707865;9/18/2024
8382476;44707870;44707870;9/18/2024
60541857;44707866;44707866;9/18/2024
84175346;44707867;44707867;9/18/2024
68878516;44707868;44707868;9/18/2024
84145099;44707869;44707869;9/18/2024
74119265;44714061;44714061;9/18/2024
79172164;44714058;44714058;9/18/2024
34763503;44274101;44274101;9/18/2024
8391971;44707066;44707066;9/18/2024
55736866;44274094;44274094;9/18/2024
8380678;44714399;44714399;9/18/2024
46834427;44714428;44714428;9/18/2024
71201092;44714429;44714429;9/18/2024
8391980;44274095;44274095;9/18/2024
103099336;44274102;44274102;9/18/2024
8197857;44714427;44714427;9/18/2024
103809376;44268403;44268403;9/18/2024
96419601;44268404;44268404;9/18/2024
96419695;44268406;44268406;9/18/2024
43599486;44708271;44708271;9/18/2024
36196746;44709124;44709124;9/18/2024
35895691;44709125;44709125;9/18/2024
30686687;44709123;44709123;9/18/2024
53067347;44709128;44709128;9/18/2024
93980086;44708274;44708274;9/18/2024
30037654;44709126;44709126;9/18/2024
28254341;44709127;44709127;9/18/2024
68757336;44708054;44708054;9/18/2024
38223040;44708222;44708222;9/19/2024
28808410;44708220;44708220;9/19/2024
89947444;44708217;44708217;9/19/2024
32518579;44708221;44708221;9/19/2024
97361445;44707218;44707218;9/19/2024
74920600;44707222;44707222;9/19/2024
28347749;44707220;44707220;9/19/2024
58187510;44709013;44709013;9/19/2024
112272975;44709014;44709014;9/19/2024
48520675;44709012;44709012;9/19/2024
85598852;44714203;44714203;9/19/2024
46272666;44714202;44714202;9/19/2024
99703530;44711773;44711773;9/19/2024
86106147;44711772;44711772;9/19/2024
77525183;44711775;44711775;9/19/2024
84046104;44711774;44711774;9/19/2024
76225518;44714204;44714204;9/19/2024
107743132;44707204;44707204;9/19/2024
109554175;44708781;44708781;9/19/2024
109185030;44708786;44708786;9/19/2024
109671147;44708778;44708778;9/19/2024
112294286;44708785;44708785;9/19/2024
112294200;44708776;44708776;9/19/2024
108923894;44708779;44708779;9/19/2024
109386906;44708777;44708777;9/19/2024
109510968;44708775;44708775;9/19/2024
111627842;44708784;44708784;9/19/2024
8335877;44707211;44707211;9/19/2024
105208370;44267407;44267407;9/19/2024
108081036;44267422;44267422;9/19/2024
8336768;44267409;44267409;9/19/2024
8336784;44263582;44263582;9/19/2024
87163039;44267420;44267420;9/19/2024
87830019;44263584;44263584;9/19/2024
107225387;44707193;44707193;9/19/2024
8336806;44267412;44267412;9/19/2024
45584788;44267421;44267421;9/19/2024
75336561;44261705;44261705;9/19/2024
100338836;44708263;44708263;9/19/2024
105072834;44708259;44708259;9/19/2024
97756849;44708254;44708254;9/19/2024
110074530;44708260;44708260;9/19/2024
102476179;44708261;44708261;9/19/2024
100831877;44708270;44708270;9/19/2024
54178339;44707357;44707357;9/19/2024
54096898;44707356;44707356;9/19/2024
49902253;44707345;44707345;9/19/2024
42749450;44707346;44707346;9/19/2024
42371333;44707343;44707343;9/19/2024
44796986;44707351;44707351;9/19/2024
42868564;44707355;44707355;9/19/2024
63680238;44707349;44707349;9/19/2024
85085367;44707301;44707301;9/19/2024
82147752;44707360;44707360;9/19/2024
57301468;44707305;44707305;9/19/2024
87317214;44707358;44707358;9/19/2024
97237086;44711367;44711367;9/19/2024
82647380;44707525;44707525;9/19/2024
93152744;44273763;44273763;9/19/2024
8326193;44711366;44711366;9/19/2024
88798054;44711369;44711369;9/19/2024
112570356;44711364;44711364;9/19/2024
101793928;44707526;44707526;9/19/2024
8324786;44571627;44571627;9/19/2024
8325901;44711368;44711368;9/19/2024
8325413;44709087;44709087;9/19/2024
108056961;44702720;44702720;9/19/2024
110686560;44708827;44708827;9/19/2024
108205223;44708828;44708828;9/19/2024
112041620;44702718;44702718;9/19/2024
110321391;44708825;44708825;9/19/2024
108195295;44708790;44708790;9/19/2024
108498247;44708788;44708788;9/19/2024
107943530;44708823;44708823;9/19/2024
108829138;44708824;44708824;9/19/2024
102160805;44570044;44570044;9/19/2024
102790973;44570136;44570136;9/19/2024
106328794;44708826;44708826;9/19/2024
110032128;44702722;44702722;9/19/2024
89389999;44708895;44708895;9/19/2024
37731360;44272886;44272886;9/19/2024
37731335;44274140;44274140;9/19/2024
37731475;44274134;44274134;9/19/2024
43831290;44708899;44708899;9/19/2024
36308994;44708897;44708897;9/19/2024
59435623;44281270;44281270;9/19/2024
92427413;44708896;44708896;9/19/2024
36638811;44708900;44708900;9/19/2024
89748638;44707368;44707368;9/19/2024
55548652;44708898;44708898;9/19/2024
67801498;44707367;44707367;9/19/2024
38754851;44707371;44707371;9/19/2024
79177182;44714358;44714358;9/19/2024
99322943;44268369;44268369;9/19/2024
91576229;44268365;44268365;9/19/2024
93242620;44281350;44281350;9/19/2024
93217064;44281343;44281343;9/19/2024
92838693;44281344;44281344;9/19/2024
92517722;44281346;44281346;9/19/2024
30123984;44707833;44707833;9/19/2024
8380988;44707829;44707829;9/19/2024
37066072;44707834;44707834;9/19/2024
33003203;44707832;44707832;9/19/2024
53920996;44714254;44714254;9/19/2024
55693784;44708872;44708872;9/19/2024
75005468;44714111;44714111;9/19/2024
8518327;44708874;44708874;9/19/2024
29738270;44708871;44708871;9/19/2024
8405913;44267993;44267993;9/19/2024
95851011;44267995;44267995;9/19/2024
95977465;44267997;44267997;9/19/2024
96012790;44268002;44268002;9/19/2024
95850937;44267999;44267999;9/19/2024
65633032;44267998;44267998;9/19/2024
8406154;44267552;44267552;9/19/2024
8409854;44268001;44268001;9/19/2024
77534972;44268000;44268000;9/19/2024
80315550;44271656;44271656;9/19/2024
70780129;44267551;44267551;9/19/2024
70516227;44708821;44708821;9/19/2024
66447364;44708820;44708820;9/19/2024
84468211;44708818;44708818;9/19/2024
69932573;44708812;44708812;9/19/2024
66496241;44708822;44708822;9/19/2024
37308645;44268396;44268396;9/19/2024
27297306;44268402;44268402;9/19/2024
97123978;44280410;44280410;9/19/2024
100306403;44280408;44280408;9/19/2024
90185340;44263557;44263557;9/19/2024
78124298;44263564;44263564;9/19/2024
64081702;44707558;44707558;9/19/2024
80230636;44710877;44710877;9/19/2024
91662982;44707561;44707561;9/19/2024
91811465;44263563;44263563;9/19/2024
92664890;44280412;44280412;9/19/2024
92645380;44277711;44277711;9/19/2024
93192533;44263561;44263561;9/19/2024
88354881;44268398;44268398;9/19/2024
101986076;44269005;44269005;9/19/2024
20442696;44708316;44708316;9/19/2024
104179562;44269012;44269012;9/19/2024
8352070;44708986;44708986;9/19/2024
8352054;44708988;44708988;9/19/2024
83195289;44708989;44708989;9/19/2024
106666789;44281699;44281699;9/19/2024
111618525;44708392;44708392;9/19/2024
110369807;44708369;44708369;9/19/2024
112169937;44708371;44708371;9/19/2024
108771806;44708393;44708393;9/19/2024
110709772;44708367;44708367;9/19/2024
111145376;44708397;44708397;9/19/2024
107983907;44708404;44708404;9/19/2024
110008855;44708408;44708408;9/19/2024
111410002;44708399;44708399;9/19/2024
111409888;44708402;44708402;9/19/2024
112388949;44708406;44708406;9/19/2024
111600650;44708403;44708403;9/19/2024
110950992;44268364;44268364;9/19/2024
109967844;44708407;44708407;9/19/2024
110811364;44708401;44708401;9/19/2024
110504992;44268363;44268363;9/19/2024
110449754;44268367;44268367;9/19/2024
85805670;44708935;44708935;9/19/2024
73829030;44708936;44708936;9/19/2024
81276486;44708934;44708934;9/19/2024
75812746;44708931;44708931;9/19/2024
77227867;44708933;44708933;9/19/2024
68536682;44708932;44708932;9/19/2024
74601539;44708904;44708904;9/19/2024
68119380;44708903;44708903;9/19/2024
68435983;44708905;44708905;9/19/2024
100814255;44708906;44708906;9/19/2024
8299315;44708901;44708901;9/19/2024
8299340;44269714;44269714;9/19/2024
8398119;44266203;44266203;9/19/2024
45402086;44278357;44278357;9/19/2024
94586160;44711771;44711771;9/19/2024
87572745;44281165;44281165;9/19/2024
87851393;44281170;44281170;9/19/2024
88455300;44711830;44711830;9/19/2024
88974804;44267827;44267827;9/19/2024
80236960;44278358;44278358;9/19/2024
101897260;44714168;44714168;9/19/2024
103555846;44711831;44711831;9/19/2024
109364031;44278356;44278356;9/19/2024
94834490;44266212;44266212;9/19/2024
84402660;44278359;44278359;9/19/2024
87197510;44278354;44278354;9/19/2024
106273108;44708883;44708883;9/19/2024
107051583;44708884;44708884;9/19/2024
106342967;44709075;44709075;9/19/2024
106170848;44708886;44708886;9/19/2024
109073100;44708887;44708887;9/19/2024
29517036;44708888;44708888;9/19/2024
111469783;44708885;44708885;9/19/2024
108814831;44709074;44709074;9/19/2024
110222083;44709073;44709073;9/19/2024
106199765;44709069;44709069;9/19/2024
109806590;44709542;44709542;9/19/2024
109511115;44709545;44709545;9/19/2024
109460596;44709544;44709544;9/19/2024
110253442;44709541;44709541;9/19/2024
109521277;44709543;44709543;9/19/2024
109499883;44709546;44709546;9/19/2024
60848502;44708863;44708863;9/19/2024
33737223;44708861;44708861;9/19/2024
84447028;44708864;44708864;9/19/2024
66203600;44708859;44708859;9/19/2024
